EmployeeID,FirstName,LastName,Age,Department,JobTitle,Salary,DateHired,LastPromotionDate,PerformanceScore,Absences,EducationLevel,EmployeeSatisfaction
1551,Dominique,Mcmillan,56,Marketing,Sales Executive,74434.0,2019-05-01,2023-04-15,5.0,12.0,Associates Degree,5
1552,Charles,,31,Sales,HR Manager,81233.0,2021-05-11,,1.0,1.0,Bachelor,1
1553,Philip,Johnson,30,IT,Software Engineer,76833.0,2022-07-11,,2.0,4.0,Master,1
1554,Rachel,,25,Marketing,Data Analyst,42576.0,2022-04-20,,4.0,19.0,PhD,3
1555,Kenneth,,41,Marketing,HR Manager,47656.0,2021-05-21,2022-07-08,4.0,0.0,High School Diploma,5
1556,David,,59,Marketing,Sales Executive,83068.0,2021-03-24,2021-10-25,1.0,6.0,High School Diploma,4
1557,Rebecca,Lawson,33,Marketing,Data Analyst,75938.0,2020-11-15,,2.0,10.0,Master,3
1558,Emily,Kirk,58,IT,Marketing Specialist,61161.0,2020-06-25,2022-06-19,,10.0,Associates Degree,4
1559,Michael,Rogers,29,Sales,Software Engineer,61322.0,2023-06-12,2023-05-15,5.0,6.0,Bachelor,3
1560,Sarah,Parks,54,HR,Software Engineer,89807.0,2022-06-16,2023-09-22,4.0,12.0,Associates Degree,4
1561,Logan,Young,30,Sales,HR Manager,87592.0,2021-07-31,2021-03-18,2.0,4.0,No Diploma,4
1562,Scott,Smith,38,Marketing,Data Analyst,58427.0,2019-04-02,,5.0,,PhD,5
1563,Vincent,Peterson,29,IT,HR Manager,67465.0,2019-12-05,,5.0,5.0,No Diploma,4
1564,Karen,Barton,47,Marketing,Data Analyst,72576.0,2019-01-16,2022-02-05,1.0,11.0,Bachelor,5
1565,William,Hall,39,Marketing,Sales Executive,48096.0,2021-05-29,,4.0,8.0,No Diploma,2
1566,Pamela,Lawrence,50,Marketing,Software Engineer,,2021-01-27,2022-11-08,,2.0,High School Diploma,5
1567,Brian,Kim,44,IT,Software Engineer,64130.0,2022-02-06,,1.0,2.0,Master,2
1568,Thomas,,31,HR,Software Engineer,46840.0,2021-09-26,,1.0,3.0,Bachelor,1
1569,Donna,Browning,26,Sales,Software Engineer,76103.0,2018-07-28,2021-02-08,5.0,11.0,Master,5
1570,Jamie,Neal,54,HR,Data Analyst,72665.0,2021-07-17,2022-12-14,,19.0,Associates Degree,4
1571,Justin,Jennings,60,Sales,HR Manager,88663.0,2018-07-24,2021-04-16,5.0,5.0,Associates Degree,4
1572,Kelly,Rivera,27,HR,Software Engineer,53619.0,2021-01-25,,1.0,10.0,No Diploma,3
1573,Alejandra,Potts,59,IT,Marketing Specialist,86120.0,2018-05-05,,1.0,17.0,Bachelor,3
1574,Wesley,,57,IT,HR Manager,65472.0,2020-04-27,2021-08-28,4.0,10.0,Associates Degree,1
1575,Duane,Graham,42,HR,Data Analyst,61980.0,2022-04-30,,5.0,5.0,PhD,4
1576,Larry,Henderson,31,HR,HR Manager,48195.0,2019-04-24,2023-05-06,2.0,5.0,High School Diploma,4
1577,George,Black,27,IT,Marketing Specialist,70794.0,2021-09-16,,,10.0,Master,3
1578,Mark,Baker,32,HR,Marketing Specialist,45352.0,2019-07-07,2023-05-24,1.0,,No Diploma,1
1579,Logan,Rivera,45,HR,Software Engineer,46997.0,2021-06-21,,,12.0,PhD,1
1580,Emily,Gross,54,Marketing,Data Analyst,50812.0,2019-12-06,,2.0,0.0,No Diploma,2
1581,Tracey,Davidson,38,Marketing,Software Engineer,42312.0,2021-10-24,,4.0,13.0,Associates Degree,1
1582,Teresa,Hall,26,Sales,Data Analyst,57870.0,2019-04-15,2023-01-15,4.0,9.0,PhD,3
1583,Derek,Gonzales,38,Sales,Marketing Specialist,46149.0,2019-02-27,2022-03-19,5.0,12.0,Master,1
1584,Amanda,Nunez,56,HR,Sales Executive,54616.0,2020-03-24,,1.0,,Master,5
1585,Tiffany,,31,HR,HR Manager,86268.0,2021-04-03,,4.0,2.0,Master,2
1586,Michelle,Hamilton,57,Sales,HR Manager,73269.0,2020-02-09,2023-04-29,2.0,8.0,Bachelor,3
1587,Bruce,Vega,49,Sales,Data Analyst,62085.0,2023-03-25,,1.0,6.0,No Diploma,1
1588,Todd,Henson,37,HR,Software Engineer,44734.0,2019-04-14,2022-02-11,5.0,10.0,No Diploma,3
1589,Tina,,34,IT,Data Analyst,65923.0,2023-04-15,,5.0,20.0,No Diploma,2
1590,Lacey,Ortega,44,Marketing,Data Analyst,72336.0,2019-03-20,,3.0,4.0,Associates Degree,3
1591,Rebecca,Reyes,37,HR,HR Manager,42865.0,2022-02-10,2023-03-14,3.0,,High School Diploma,1
1592,Terry,Hicks,34,Sales,Marketing Specialist,89446.0,2020-02-19,2021-07-01,4.0,16.0,Bachelor,2
1593,Maria,Acosta,43,Marketing,HR Manager,81281.0,2022-10-08,,3.0,6.0,Bachelor,1
1594,Linda,Hicks,59,Marketing,Sales Executive,73598.0,2018-09-23,,4.0,17.0,Master,4
1595,John,Mcdonald,29,Sales,Software Engineer,86643.0,2018-09-17,2022-12-06,2.0,17.0,Bachelor,3
1596,Michael,Soto,43,Sales,Marketing Specialist,88744.0,2023-04-01,2023-03-14,4.0,19.0,No Diploma,1
1597,Kevin,Morrison,43,IT,Software Engineer,,2022-04-05,,,7.0,Master,4
1598,Stanley,Rogers,37,Sales,Data Analyst,78376.0,2019-10-23,2022-05-19,,,No Diploma,4
1599,Emma,Cannon,36,HR,Data Analyst,,2022-08-01,,3.0,,High School Diploma,4
1600,Billy,Kim,38,Sales,HR Manager,,2019-07-26,,2.0,15.0,Associates Degree,1
1601,Deanna,,45,Sales,HR Manager,41816.0,2021-04-04,,2.0,7.0,Bachelor,2
1602,Molly,French,34,Sales,Data Analyst,69021.0,2021-09-09,,5.0,2.0,High School Diploma,5
1603,Jennifer,,48,Marketing,Software Engineer,65201.0,2021-01-31,,5.0,,Bachelor,3
1604,Susan,Flores,29,Marketing,Marketing Specialist,49001.0,2022-03-04,2022-01-03,5.0,9.0,Associates Degree,5
1605,Jerry,Cain,51,HR,Software Engineer,75348.0,2021-05-28,,2.0,17.0,Bachelor,1
1606,Tara,Cortez,44,Marketing,Sales Executive,,2022-07-16,,5.0,12.0,No Diploma,5
1607,Martin,,28,Marketing,Data Analyst,50665.0,2020-08-22,,2.0,17.0,Bachelor,2
1608,Ronald,,58,IT,Sales Executive,73339.0,2019-10-19,,4.0,10.0,High School Diploma,4
1609,Karl,Watson,40,Sales,Software Engineer,57618.0,2022-02-25,,5.0,3.0,Bachelor,5
1610,Thomas,Elliott,41,Marketing,Software Engineer,60609.0,2021-10-04,2023-08-14,2.0,15.0,PhD,1
1611,Jody,Gutierrez,58,Marketing,Data Analyst,71444.0,2021-07-13,2022-05-30,3.0,15.0,Associates Degree,3
1612,Tina,,50,Marketing,Data Analyst,80740.0,2020-02-08,2022-02-04,,15.0,Master,4
1613,Tiffany,,41,HR,HR Manager,,2021-05-20,,1.0,20.0,PhD,1
1614,Jeffrey,Gentry,45,IT,Marketing Specialist,,2020-05-13,,1.0,11.0,High School Diploma,2
1615,Timothy,Brown,59,Sales,Sales Executive,43530.0,2021-05-18,2022-07-20,5.0,10.0,Bachelor,4
1616,April,Andrews,36,IT,Data Analyst,79529.0,2020-06-26,,1.0,3.0,Associates Degree,2
1617,Michael,,30,HR,Software Engineer,64331.0,2020-07-24,,1.0,9.0,Master,5
1618,Jesus,,52,HR,Sales Executive,47598.0,2020-02-18,,5.0,8.0,Bachelor,4
1619,Michael,,46,IT,Software Engineer,61766.0,2019-02-09,,1.0,4.0,PhD,5
1620,Luke,Diaz,30,HR,Data Analyst,43748.0,2019-07-25,2021-08-20,4.0,4.0,PhD,3
1621,John,Owens,60,IT,Marketing Specialist,81168.0,2020-07-24,,5.0,18.0,PhD,1
1622,Jacob,Lucas,50,Sales,Data Analyst,63006.0,2021-04-30,,5.0,13.0,Bachelor,2
1623,Christopher,Doyle,60,Marketing,Software Engineer,60765.0,2020-03-03,2022-11-05,4.0,18.0,Master,1
1624,Philip,Bishop,60,IT,HR Manager,54916.0,2018-08-06,2021-02-16,5.0,13.0,Associates Degree,4
1625,Crystal,Jenkins,34,Marketing,HR Manager,55475.0,2022-07-19,,,1.0,High School Diploma,5
1626,Angela,Murphy,40,Marketing,Software Engineer,,2021-10-18,2022-02-04,1.0,9.0,Bachelor,4
1627,Scott,Scott,60,Sales,Sales Executive,73206.0,2023-03-16,,,6.0,Associates Degree,1
1628,Richard,Lewis,54,Marketing,Marketing Specialist,55633.0,2018-10-02,,1.0,,High School Diploma,5
1629,Sharon,Hunter,43,IT,HR Manager,89565.0,2020-12-26,2023-04-14,5.0,9.0,Associates Degree,1
1630,Jeffrey,Rodriguez,50,Sales,HR Manager,49042.0,2019-11-28,,5.0,6.0,PhD,1
1631,Dana,Wood,60,HR,Sales Executive,,2023-04-16,2022-08-12,2.0,15.0,High School Diploma,4
1632,Steven,,29,Sales,HR Manager,79229.0,2019-03-15,,,9.0,Bachelor,1
1633,Robin,Reeves,52,Marketing,Sales Executive,,2019-09-20,2021-06-10,2.0,1.0,High School Diploma,5
1634,Victor,Lester,39,IT,Software Engineer,48034.0,2020-01-29,2021-02-08,2.0,1.0,PhD,3
1635,Michelle,Avila,25,Marketing,Marketing Specialist,59400.0,2022-10-21,,4.0,7.0,Associates Degree,1
1636,Rachel,Mason,39,Marketing,Marketing Specialist,47835.0,2023-02-14,,3.0,13.0,No Diploma,2
1637,Cheryl,Young,50,HR,Sales Executive,47562.0,2022-01-04,,3.0,16.0,Associates Degree,4
1638,Meredith,Gamble,36,Marketing,Sales Executive,44200.0,2023-05-18,,3.0,18.0,High School Diploma,1
1639,Barbara,,39,Marketing,Marketing Specialist,53880.0,2021-05-26,,1.0,0.0,High School Diploma,4
1640,Christopher,Cherry,31,Marketing,Software Engineer,63910.0,2019-08-25,,1.0,18.0,Bachelor,5
1641,George,Perry,43,Sales,Sales Executive,78036.0,2018-10-29,,5.0,11.0,Master,3
1642,Michelle,Haas,46,Marketing,Software Engineer,,2021-07-23,2021-12-20,4.0,19.0,Master,2
1643,Sandra,Martin,37,Marketing,Data Analyst,65356.0,2019-08-03,,4.0,7.0,High School Diploma,3
1644,David,Phillips,58,HR,Sales Executive,74677.0,2021-08-24,,1.0,5.0,PhD,3
1645,Steven,Duncan,50,HR,Software Engineer,48204.0,2018-05-28,2022-01-02,2.0,0.0,Master,4
1646,Summer,Cruz,26,IT,Sales Executive,48682.0,2023-03-30,,1.0,17.0,Associates Degree,1
1647,Jane,Peters,41,HR,Sales Executive,88917.0,2022-10-22,2023-01-16,5.0,11.0,Master,1
1648,April,Fitzpatrick,59,Sales,Sales Executive,57286.0,2022-02-14,2021-05-20,,10.0,Bachelor,4
1649,Joseph,Wilson,38,IT,Software Engineer,,2021-12-09,,5.0,19.0,PhD,3
1650,James,Bishop,45,HR,Software Engineer,70050.0,2023-01-18,2021-08-16,2.0,9.0,Associates Degree,3
1651,Ann,Fernandez,26,Sales,Software Engineer,81672.0,2020-07-01,,2.0,20.0,Associates Degree,4
1652,Mark,Perkins,32,Marketing,HR Manager,74042.0,2022-04-04,2021-10-03,4.0,15.0,Associates Degree,5
1653,William,Martinez,35,Sales,Marketing Specialist,86580.0,2022-11-14,,2.0,8.0,Master,4
1654,Christopher,Bailey,43,HR,Data Analyst,58193.0,2022-06-23,,3.0,1.0,Associates Degree,1
1655,Travis,Levy,57,HR,Marketing Specialist,48733.0,2019-09-22,,2.0,15.0,High School Diploma,2
1656,Christopher,Dunn,45,Marketing,Marketing Specialist,79640.0,2021-10-23,2021-09-20,2.0,,High School Diploma,3
1657,Nicole,Richards,54,Marketing,HR Manager,64712.0,2021-02-07,2023-02-16,5.0,,High School Diploma,4
1658,Wyatt,Forbes,54,Sales,HR Manager,86864.0,2021-01-16,,4.0,16.0,PhD,3
1659,Robert,,29,HR,HR Manager,78308.0,2021-11-19,,4.0,2.0,No Diploma,3
1660,Diana,Smith,48,IT,Marketing Specialist,66042.0,2023-01-29,,,,No Diploma,1
1661,Lindsey,Levine,49,Marketing,Sales Executive,67573.0,2021-04-30,2021-01-28,1.0,4.0,PhD,5
1662,Kristen,Durham,58,Marketing,Sales Executive,45027.0,2020-04-29,,,,High School Diploma,5
1663,Maria,,60,HR,Marketing Specialist,41780.0,2019-09-29,,3.0,6.0,Bachelor,4
1664,Travis,Johnson,42,Marketing,HR Manager,62227.0,2020-08-26,,2.0,11.0,No Diploma,4
1665,Susan,Smith,37,Sales,Marketing Specialist,58590.0,2022-08-21,,2.0,12.0,Associates Degree,2
1666,Christopher,Mclaughlin,33,Marketing,Software Engineer,67718.0,2023-02-24,2021-05-31,2.0,19.0,Associates Degree,4
1667,Nicholas,,43,IT,Software Engineer,89951.0,2021-03-23,,1.0,10.0,Master,4
1668,Linda,Armstrong,38,Sales,Marketing Specialist,71628.0,2022-06-15,,4.0,12.0,Master,3
1669,Deborah,Vasquez,28,HR,Sales Executive,67217.0,2018-09-28,,1.0,11.0,Bachelor,1
1670,Sarah,Campbell,44,Sales,Marketing Specialist,51012.0,2019-12-20,2021-02-10,3.0,12.0,PhD,1
1671,Leslie,Chapman,45,IT,Data Analyst,65223.0,2019-05-03,,1.0,11.0,High School Diploma,2
1672,Cheryl,Williams,40,Marketing,HR Manager,62137.0,2019-04-03,,,17.0,PhD,4
1673,William,Howard,54,IT,Sales Executive,70400.0,2022-11-11,,3.0,14.0,High School Diploma,5
1674,Brendan,,33,Sales,Data Analyst,87259.0,2019-02-02,2021-08-01,,12.0,PhD,2
1675,William,Nguyen,50,IT,Marketing Specialist,47450.0,2023-03-03,,1.0,,Master,5
1676,Michael,Howard,40,IT,Software Engineer,88133.0,2021-01-05,,5.0,15.0,High School Diploma,1
1677,Nicholas,Bradley,47,Marketing,Software Engineer,57590.0,2022-09-16,2021-12-11,1.0,6.0,No Diploma,2
1678,Robert,Henry,32,Sales,HR Manager,65741.0,2019-08-08,2023-09-14,5.0,20.0,Master,1
1679,Selena,Bell,32,IT,Sales Executive,87302.0,2018-05-20,2022-12-16,4.0,16.0,No Diploma,5
1680,Barbara,Harris,60,Sales,Marketing Specialist,70377.0,2022-02-26,,5.0,0.0,Associates Degree,2
1681,Jennifer,Werner,56,IT,Data Analyst,78177.0,2022-08-30,,2.0,17.0,PhD,2
1682,Zachary,Rogers,47,Marketing,Software Engineer,,2022-03-16,2023-06-14,3.0,19.0,High School Diploma,5
1683,Scott,Berger,25,IT,Data Analyst,87286.0,2023-05-02,,5.0,1.0,PhD,1
1684,Lori,Castro,55,Sales,Data Analyst,62055.0,2019-05-13,,3.0,13.0,High School Diploma,4
1685,Daniel,Walker,31,HR,Sales Executive,47752.0,2019-03-22,,3.0,,Bachelor,3
1686,Charles,Butler,45,IT,HR Manager,49173.0,2020-11-05,2023-05-21,1.0,6.0,Bachelor,2
1687,Becky,Nelson,37,IT,HR Manager,51150.0,2022-04-05,2021-12-26,2.0,12.0,Bachelor,5
1688,Michael,Garcia,38,HR,Marketing Specialist,65649.0,2020-10-17,2022-06-22,3.0,4.0,PhD,5
1689,Amanda,Beard,58,Sales,Sales Executive,46548.0,2019-10-28,2023-09-21,3.0,6.0,PhD,4
1690,Robert,Hawkins,35,Marketing,Software Engineer,65360.0,2022-03-31,2021-02-24,2.0,16.0,PhD,5
1691,Erin,Mcbride,54,Sales,HR Manager,52054.0,2020-03-27,2023-05-23,2.0,14.0,No Diploma,5
1692,Melissa,Rivera,30,IT,Marketing Specialist,57855.0,2023-06-25,2022-03-10,3.0,18.0,Associates Degree,3
1693,Joshua,Carlson,36,HR,Marketing Specialist,86481.0,2021-01-08,2022-05-11,4.0,6.0,No Diploma,4
1694,Bradley,Wang,34,HR,Sales Executive,49972.0,2021-01-12,2023-01-10,4.0,0.0,Master,3
1695,Cameron,Ruiz,49,Sales,Sales Executive,48354.0,2019-09-11,,2.0,6.0,Master,2
1696,Thomas,Thompson,47,HR,Software Engineer,76628.0,2018-06-19,,3.0,10.0,Bachelor,3
1697,Craig,Walker,51,IT,Data Analyst,,2020-03-23,2021-10-28,4.0,13.0,PhD,5
1698,Anthony,Holt,44,HR,Data Analyst,48958.0,2022-10-21,,4.0,18.0,Master,1
1699,Nathan,Woodward,49,Sales,HR Manager,85543.0,2023-01-24,2021-10-06,,20.0,Bachelor,5
1700,Allison,Flores,59,Marketing,Data Analyst,56813.0,2023-07-12,,4.0,12.0,Associates Degree,3
1701,Vanessa,Oconnell,59,Sales,Marketing Specialist,40354.0,2023-05-15,2023-03-22,2.0,,Associates Degree,5
1702,April,Hardy,32,IT,HR Manager,80535.0,2020-06-23,2022-11-03,5.0,1.0,Bachelor,2
1703,Robert,Cole,59,IT,Data Analyst,81808.0,2020-03-26,2022-10-27,1.0,0.0,High School Diploma,5
1704,Brian,Holland,50,IT,Marketing Specialist,73127.0,2019-03-18,,1.0,17.0,High School Diploma,3
1705,Amanda,Holmes,38,Marketing,Software Engineer,45806.0,2021-11-06,2023-02-24,3.0,11.0,PhD,1
1706,Kathy,Carey,29,Sales,Sales Executive,78447.0,2022-04-06,2021-04-27,2.0,6.0,High School Diploma,5
1707,Erika,Roberts,31,Marketing,Data Analyst,85009.0,2022-09-26,2022-01-25,5.0,3.0,PhD,1
1708,Michael,Peterson,41,HR,Data Analyst,55357.0,2020-01-05,,3.0,19.0,High School Diploma,5
1709,Alexandra,Thompson,49,Sales,Marketing Specialist,82872.0,2020-04-30,2022-03-11,5.0,7.0,Master,3
1710,Lisa,Reyes,34,Sales,Data Analyst,61532.0,2022-04-27,2022-04-16,5.0,18.0,PhD,3
1711,Misty,Holt,25,IT,Sales Executive,,2021-10-03,2022-03-06,1.0,6.0,High School Diploma,4
1712,Terri,Jordan,58,IT,Software Engineer,53821.0,2019-02-14,,4.0,12.0,Bachelor,4
1713,Benjamin,Ellis,31,IT,Marketing Specialist,79777.0,2019-11-04,,,13.0,Master,5
1714,Joel,Johnson,45,Marketing,Sales Executive,72451.0,2020-04-30,,5.0,6.0,PhD,5
1715,Ana,,37,Marketing,HR Manager,60704.0,2020-09-02,2023-05-04,4.0,8.0,Bachelor,2
1716,Jesus,Luna,25,Marketing,HR Manager,76135.0,2020-05-23,2021-09-10,3.0,0.0,Associates Degree,5
1717,Casey,Stewart,47,Sales,HR Manager,64127.0,2019-10-05,2022-08-10,4.0,1.0,PhD,4
1718,Luis,Sanchez,48,HR,Software Engineer,46419.0,2021-02-13,,3.0,15.0,Associates Degree,2
1719,Daniel,Harrison,46,Marketing,Data Analyst,44878.0,2023-05-23,2021-12-10,2.0,,Associates Degree,5
1720,Allison,Johnson,41,IT,Sales Executive,53081.0,2018-05-05,2023-01-04,3.0,1.0,Associates Degree,5
1721,Jacob,Harvey,30,HR,HR Manager,63963.0,2022-03-14,2023-02-21,1.0,18.0,Master,2
1722,Richard,Phillips,25,Sales,Marketing Specialist,60453.0,2022-06-25,,5.0,2.0,Associates Degree,4
1723,Robert,Munoz,43,Marketing,Sales Executive,51138.0,2019-03-05,,4.0,0.0,PhD,5
1724,Darryl,Rivera,47,HR,Data Analyst,60411.0,2022-07-16,2022-09-16,4.0,8.0,Associates Degree,3
1725,Amy,Oliver,39,HR,HR Manager,48710.0,2021-01-18,2022-01-22,2.0,12.0,Master,4
1726,Jonathan,Wood,57,Sales,Sales Executive,,2018-09-17,2022-12-09,,7.0,Bachelor,2
1727,James,,60,Marketing,Marketing Specialist,81450.0,2023-02-03,2023-07-16,4.0,9.0,No Diploma,3
1728,Kevin,Bailey,41,IT,Marketing Specialist,65863.0,2019-01-30,,4.0,14.0,High School Diploma,3
1729,Suzanne,Barnes,53,HR,Software Engineer,79775.0,2018-11-09,2021-02-23,1.0,15.0,Associates Degree,5
1730,Jacqueline,Hunter,52,Marketing,Sales Executive,48668.0,2021-09-11,2022-06-12,3.0,20.0,Bachelor,3
1731,Matthew,King,52,HR,Marketing Specialist,83794.0,2018-08-04,,3.0,,PhD,1
1732,Justin,Elliott,36,IT,Software Engineer,44285.0,2020-07-25,2021-09-29,1.0,18.0,PhD,5
1733,Emily,Santos,47,Marketing,HR Manager,41648.0,2018-11-12,,5.0,9.0,Master,1
1734,Stephanie,Bailey,25,HR,Data Analyst,68437.0,2019-03-22,,4.0,3.0,Master,2
1735,Michael,Wade,36,Sales,Data Analyst,45448.0,2021-07-19,2021-12-07,3.0,8.0,High School Diploma,3
1736,Jessica,Walter,32,Marketing,Marketing Specialist,56905.0,2023-03-12,2023-02-23,3.0,,High School Diploma,5
1737,David,Hall,49,HR,Sales Executive,82435.0,2023-04-29,,4.0,19.0,Bachelor,3
1738,Russell,Smith,27,IT,Software Engineer,59906.0,2023-01-02,,3.0,17.0,Master,3
1739,Robert,Conway,46,IT,Marketing Specialist,46126.0,2020-07-08,,3.0,10.0,Bachelor,3
1740,Karen,,54,IT,HR Manager,,2019-05-22,2021-11-07,5.0,15.0,Master,5
1741,Lacey,Brown,33,Marketing,Sales Executive,,2019-03-29,2023-02-14,3.0,2.0,PhD,5
1742,Gary,,30,IT,Marketing Specialist,88062.0,2023-04-10,,2.0,4.0,Associates Degree,1
1743,Sarah,Marshall,33,Marketing,HR Manager,53584.0,2020-02-10,,1.0,0.0,Bachelor,3
1744,Luis,Conrad,49,IT,HR Manager,73822.0,2019-03-19,,3.0,,Bachelor,5
1745,Kelly,Davis,42,Marketing,Data Analyst,46667.0,2021-11-17,,1.0,2.0,Master,5
1746,James,Hull,28,IT,Marketing Specialist,84154.0,2018-08-28,,3.0,18.0,PhD,4
1747,Angela,Fletcher,31,HR,Data Analyst,74627.0,2021-10-12,2021-12-04,1.0,17.0,No Diploma,2
1748,Sharon,Hodge,33,HR,Sales Executive,80318.0,2020-01-11,,1.0,20.0,Bachelor,5
1749,Renee,Tucker,59,Marketing,Sales Executive,70914.0,2021-09-14,2021-01-31,1.0,20.0,Master,4
1750,Christina,Cunningham,27,HR,Sales Executive,46478.0,2022-05-21,2022-04-22,4.0,1.0,Master,1
1751,Stephanie,Brown,57,HR,Sales Executive,71495.0,2021-12-29,,4.0,20.0,PhD,5
1752,Mason,Meyer,40,Sales,Data Analyst,53053.0,2023-01-07,2022-03-17,1.0,0.0,PhD,1
1753,Donald,Roberts,44,Sales,Data Analyst,58364.0,2020-05-13,2021-02-20,3.0,9.0,No Diploma,4
1754,Brittany,Richardson,42,Sales,Software Engineer,84557.0,2022-12-01,2023-05-22,1.0,19.0,Associates Degree,3
1755,Tanya,Martin,53,Marketing,HR Manager,,2022-10-09,,4.0,15.0,PhD,3
1756,Eugene,Wilson,52,IT,Data Analyst,41715.0,2019-02-25,2021-12-10,1.0,0.0,PhD,5
1757,Keith,,42,HR,Software Engineer,52547.0,2018-11-30,,5.0,17.0,No Diploma,4
1758,Jamie,Arnold,46,IT,Data Analyst,62990.0,2019-11-20,2023-06-21,,4.0,Bachelor,5
1759,Michelle,Quinn,34,Marketing,Marketing Specialist,52701.0,2021-11-03,2022-08-31,1.0,20.0,High School Diploma,1
1760,Bryan,Morris,41,Marketing,Data Analyst,53006.0,2018-05-27,2022-05-23,5.0,6.0,High School Diploma,2
1761,Sheryl,Hall,27,Sales,Software Engineer,53440.0,2018-07-01,,3.0,5.0,High School Diploma,2
1762,Jessica,Paul,47,HR,Data Analyst,,2021-10-05,,2.0,14.0,PhD,1
1763,Gary,Hernandez,46,IT,Sales Executive,54191.0,2021-02-22,2022-05-11,3.0,15.0,PhD,5
1764,Anthony,,34,Sales,Sales Executive,,2018-06-16,2022-12-23,5.0,,Bachelor,3
1765,Melanie,Rhodes,38,Sales,Data Analyst,78266.0,2020-03-01,,5.0,15.0,Bachelor,4
1766,Allison,Green,28,IT,Data Analyst,74032.0,2019-01-04,2023-09-18,1.0,2.0,No Diploma,2
1767,Gary,Davis,28,IT,Marketing Specialist,72936.0,2018-12-28,2022-06-18,2.0,20.0,No Diploma,2
1768,Jacqueline,Small,59,HR,Marketing Specialist,63965.0,2022-05-25,2022-04-11,2.0,11.0,Associates Degree,4
1769,Robert,Chambers,50,HR,Data Analyst,67611.0,2019-07-02,2021-02-07,2.0,10.0,PhD,3
1770,Donna,Jones,56,Marketing,Marketing Specialist,54072.0,2023-07-01,,5.0,,Associates Degree,5
1771,Anthony,Black,53,Marketing,Software Engineer,69227.0,2021-12-23,2022-07-01,1.0,,High School Diploma,2
1772,Jason,Jones,37,Sales,Software Engineer,67228.0,2021-03-21,2022-01-06,3.0,,Associates Degree,2
1773,Bradley,Brown,35,IT,Software Engineer,80798.0,2021-08-01,2023-03-04,1.0,15.0,High School Diploma,3
1774,Daniel,Johnson,39,Marketing,HR Manager,71649.0,2021-08-19,2023-04-16,3.0,15.0,High School Diploma,4
1775,Dana,Mcguire,40,HR,Software Engineer,45043.0,2020-07-18,2021-10-23,1.0,14.0,Bachelor,5
1776,Thomas,Ayers,57,IT,Software Engineer,58964.0,2018-07-11,2021-09-02,4.0,9.0,Associates Degree,5
1777,Frank,George,56,HR,Marketing Specialist,64730.0,2018-06-03,,2.0,8.0,Associates Degree,5
1778,Carol,Sullivan,26,Sales,HR Manager,66410.0,2021-05-30,,1.0,18.0,Bachelor,2
1779,Sarah,Yang,47,IT,Marketing Specialist,62495.0,2021-10-08,2023-01-13,4.0,,Bachelor,2
1780,Ronnie,,36,Marketing,Software Engineer,70322.0,2023-01-28,2023-02-18,1.0,4.0,Master,2
1781,Gregory,Lambert,55,Marketing,Data Analyst,80898.0,2023-03-29,,,8.0,No Diploma,4
1782,Andrew,Estrada,57,Marketing,Sales Executive,73104.0,2021-08-11,2021-06-11,3.0,18.0,PhD,1
1783,Kimberly,Elliott,51,IT,Sales Executive,80831.0,2023-05-17,2023-04-05,4.0,20.0,Bachelor,5
1784,William,Thomas,25,HR,Data Analyst,77469.0,2020-05-30,2022-10-05,3.0,18.0,PhD,4
1785,Debbie,Conrad,31,Sales,Sales Executive,43266.0,2022-08-23,,5.0,19.0,Bachelor,4
1786,Chris,Peck,38,IT,Data Analyst,50035.0,2019-05-05,,2.0,17.0,Bachelor,3
1787,Mark,Crawford,58,Sales,Software Engineer,71862.0,2022-06-06,2022-05-18,3.0,13.0,PhD,5
1788,Jonathan,Morgan,52,HR,Sales Executive,74063.0,2018-09-06,2021-09-04,3.0,19.0,Associates Degree,2
1789,Christina,Martin,59,Marketing,Data Analyst,61370.0,2023-03-23,,3.0,5.0,No Diploma,3
1790,Thomas,Charles,58,Sales,Data Analyst,45211.0,2021-12-24,2023-06-03,3.0,5.0,Associates Degree,3
1791,Catherine,Shelton,53,HR,Sales Executive,64389.0,2021-10-21,,4.0,14.0,No Diploma,1
1792,Kaylee,,49,Marketing,Software Engineer,68767.0,2021-11-10,,2.0,8.0,No Diploma,2
1793,Kara,Collier,37,HR,HR Manager,58151.0,2020-07-24,,5.0,7.0,High School Diploma,2
1794,Robert,Waller,49,Marketing,HR Manager,63472.0,2021-11-30,2022-09-28,1.0,16.0,Associates Degree,1
1795,Carolyn,Craig,50,Marketing,Software Engineer,,2018-08-18,2022-08-31,1.0,2.0,Master,1
1796,Danielle,Martinez,52,HR,HR Manager,57425.0,2020-04-16,2021-09-05,3.0,6.0,No Diploma,2
1797,Jennifer,Jackson,57,Sales,Data Analyst,,2020-05-05,2023-04-22,,20.0,Associates Degree,5
1798,Alexis,Johnson,31,Marketing,Marketing Specialist,60829.0,2020-11-30,2023-07-28,,16.0,Bachelor,5
1799,Emily,Evans,56,Sales,Data Analyst,45738.0,2018-12-31,2021-07-16,2.0,20.0,PhD,2
1800,Sandra,Price,26,HR,Sales Executive,40568.0,2018-09-26,,3.0,5.0,Master,3
1801,Joshua,Chang,29,Sales,HR Manager,,2023-01-19,,5.0,,Master,5
